Organization,Year,Month,Request Number,Summary,Disposition,Number of Pages
Status of Women Canada,2012,08,A-2012-00011,"Records, including but not limited to, briefing notes, memos, drafts and emails related to the sexual harassment issues at the RCMP from July 1, 2011 to December 31, 2011 at the director level up to the Minister.",No records exist,0
Status of Women Canada,2012,08,A-2012-00012,"Records, including but not limited to, briefing notes, memos, and drafts related to the sexual harassment issues at the RCMP from January 1, 2012 to present at the director level up to the Minister.",No records exist,0
Status of Women Canada,2012,07,A-2012-00008,"A list pertaining to all ATI requests received between January 1 and May 31, 2012.",All disclosed,1
Status of Women Canada,2012,06,A-2011-00022,"A copy of all documents prepared by SWC pertaining to CEDAW investigations or inquiries with respect to disappearances and/or murders of aboriginal women and girls from 01 December 2010 to present (January 23, 2012).",All disclosed,65
Status of Women Canada,2012,06,A-2012-00002,"A copy of a list of the documents pertaining to documentation submitted to the Minister from May 2, 2011 to October 31, 2011.",Disclosed in part,8
Status of Women Canada,2012,05,A-2012-00001,"All documents pertaining to a grant application called: Improving the economic security of rural women caregivers in King Township, Ontario.",All disclosed,53
Status of Women Canada,2012,05,A-2012-00005,"All cabinet discussion papers, regarding the $5 million in administrative costs savings and the review of the terms and conditions of the Women's Program for the period of January 26, 2006, November 31, 2006.",Does not exist,0
Status of Women Canada,2012,03,A-2011-00015,A copy of all documents pertaining to the history of the Women's Program and the funding under the Women's Labor Market Integration since the inception date of the program.,All disclosed,61
Status of Women Canada,2011,12,A-2011-00013,A copy of documents pertaining to the transition material provided to the Minister of Status of Women following the cabinet shuffle of April 2010.,Disclosed in part,116
Status of Women Canada,2011,11,A-2011-00003,"A copy of all documents pertaining to the project titled ""Ressources-mobiles pour développement économique au féminin!"" of the Saskatchewan Fédération provinciale des fransaskoises.",Disclosed in part,87
Status of Women Canada,2011,11,A-2011-00006,A copy of all documents pertaining to the transfer of payment for the 2010-2011 reporting period of the use of GBA.,All disclosed,N/A
Status of Women Canada,2011,11,A-2011-00008,A copy of Summative evaluation of the Women's Program.,All disclosed,0
Status of Women Canada,2011,09,A-2011-00004,"Documentation dealing with the impacts of climate change on women here in Canada and potentially vulnerable women, including but not limited to aboriginal women, women living in low socio-economic conditions.",All disclosed,93
Status of Women Canada,2014,03,A-2013-00020,A copy of the list of all applicants (names of organizations only) for the 2012 call for proposal : ''Working Together: Engaging communities to end violence against women and girls’’. Also could you highlight groups who received funding?,All disclosed,9
Status of Women Canada,2014,03,A-2013-00021,"All records between January 1, 2012 to December 31, 2012 regarding the renaming of federal properties and assets after famous Canadian women.",No records exist,0
Status of Women Canada,2014,03,A-2013-00022,"All records between January 1, 2013 to present (January 27, 2014) regarding the renaming of federal properties and assets after famous Canadian women.",No records exist,0
Status of Women Canada,2014,01,A-2013-00013,"A copy of all briefing notes, deck presentations and / or memos given to the Minister from October 14 to 21, 2013.",Disclosed in Part,30
Status of Women Canada,2013,12,A-2013-00014,"A copy of all correspondence between SWC and REAL Women of Canada between January 1 to December 21, 2010.",No records exist,0
Status of Women Canada,2013,12,A-2013-00015,"A copy of all correspondence between SWC and REAL Women of Canada between January 1 to December 31, 2011.",No records exist,0
Status of Women Canada,2013,12,A-2013-00016,"A copy of all correspondence between SWC and REAL Women of Canada between January 1 to December 31, 2012.",No records exist,0
Status of Women Canada,2013,12,A-2013-00017,"A copy of all correspondence between SWC and REAL Women of Canada between January 1 to October 18, 2013.",No records exist,0
Status of Women Canada,2013,12,A-2013-00018,"A copy of all records pertaining to the decision not to fund aid projects that regard abortion funding for victims of war rape between October 1, 2013 and October 18, 2013",No records exist,0
Status of Women Canada,2013,12,A-2013-00019,"A copy of all records pertaining to the October 2013 Globe and Mail series on daycare between October 20th and 26, 2013",No records exist,0
Status of Women Canada,2013,11,A-2013-00007,"A copy of all records pertaining to SWC interdepartmental working group on the Canadian National Action Plan for the Implementation of United Nations Security Council Resolutions on Women, Peace and Security - Build for Sept 2012 to May 2013",All Disclosed,2
Status of Women Canada,2013,11,A-2013-00010,A copy of all records involving the Minister of Status of Women as related to the Member of Parliament Stephen Woodworth's Motion 312.,No records exist,0
Status of Women Canada,2013,11,A-2013-00011,"A copy of all briefing and transition books provided to Minister Leitch from July 10 to 31, 2013",Disclosed in Part,100
Communications Security Establishment Canada,2014,03,A-2013-00015,"""Relevant previous released material for metadata including: directives, commissioner's reports and policy OPS-1-10. Previous Files provided: A-2013-00019, A-2012-00019, A-2012-00027, A-2012-00029, A-2012-00033, A-2012-00034 and A-2012-00035. """,Disclosed in part,319
Communications Security Establishment Canada,2014,03,A-2013-00016,"""I wish to receive any record from 2010 to present discussing the privacy rules, laws or policies that apply (or do not apply) to the collection of ""metadata"" by CSEC under any of its mandates.""",Disclosed in part,561
Communications Security Establishment Canada,2014,03,A-2013-00040,"""Copy of the ministerial directive to CSEC in 2011-12 on Framework for Addressing Risks of Mistreatment in Sharing information with Foreign Entities (application CSEC has publicly acknowledged) along with directly associated memoranda and slide/decks.""",Disclosed in part,60
Communications Security Establishment Canada,2014,03,A-2013-00041,"""Copies of all ministerial directives issued to CSEC in 2012-2013 as well as directly associated memoranda and presentation decks.""",Disclosed in part,33
Communications Security Establishment Canada,2014,03,A-2013-00074,"""Requesting a copy of all final operational reports and briefing notes for the month of January 2014 sent to CSIS and RCMP from the Canadian Cyber Threat Evaluation Center.""",Disclosed in part,2
Communications Security Establishment Canada,2014,03,A-2013-00083,"""All documents pertaining to correspondence with the United States Office of the Director of National Intelligence. Limit June 1, 2013 to Dec. 18, 2013.""",No Record Exists,0
Communications Security Establishment Canada,2014,03,A-2013-00089,"""I am requesting a copy of briefing notes relating to the 'Further Reasons for Order' released by Justice Mosley.""",No Record Exists,0
Communications Security Establishment Canada,2014,03,A-2013-00090,"""A list of the number of times calls made from or to phone numbers with the area code 867 in Canada was monitored, and the dates and times these occurrences took place, dating back to January 1, 2011.""",Disclosed in part,21
Communications Security Establishment Canada,2014,03,A-2013-00091,"""I am seeking any training materials, memoranda or briefing notes about how CSEC staff are instructed to talk about their employment to others and how they are advised to act on social media web sites.""",Disclosed in part,28
Communications Security Establishment Canada,2014,03,A-2013-00092,"""Photo and career biographical sketch (as per those of Federal cabinet ministers) of every CSE Chief since Ian Glen, Q.C., but prior to current CSE Chief John Forster.""",Disclosed in part,3
Communications Security Establishment Canada,2014,03,A-2013-00093,"""An organization chart of the current organizational structure of CSEC (Communications Security Establishment Canada).""",Disclosed in part,1
Communications Security Establishment Canada,2014,03,A-2013-00095,"""A copy of any internal review, book report, essay, thesis on New Zealander Nicky Hager's 1996 book, Secret Power: New Zealand's Role in the International Spy Network, and James Banford's 2001 book, Body of Secrets.""",No Record Exists,0
Communications Security Establishment Canada,2014,03,A-2013-00096,"""Documents, notes, or diagrams that would show how RCN's Trinity facility in Halifax, NS (where Sub-Lt. Jeffrey Paul DELISLE worked) fits in with CSE's mandate, missions and operations.""",No Record Exists,0
Communications Security Establishment Canada,2014,03,A-2013-00097,"""CSE memos, briefing notes prepared by/signed by the agency's chief and sent to him in 2014 concerning the review of CSE relations with outside contractors prompted by the leak of documents by former U.S. intelligence contractor Edward Snowden.""",No Record Exists,0
Communications Security Establishment Canada,2014,03,A-2013-00101,"""All-staff messages"" in 2014 concerning the leak of documents by former U.S. intelligence contractor Edward Snowden / resulting media articles.""",Disclosed in part,2
Communications Security Establishment Canada,2014,03,A-2013-00102,"""All-staff messages"" in 2013 concerning the leak of documents by former U.S. intelligence contractor Edward Snowden / resulting media articles.""",Disclosed in part,16
Communications Security Establishment Canada,2014,03,A-2013-00103,"""Memos and briefing notes prepared / signed by the CSEC chief, and memos and briefing notes prepared by CSEC for the minister, in 2014 concerning the leak of documents by former U.S. Edward Snowden / resulting media articles.""",No Record Exists,0
Communications Security Establishment Canada,2014,03,A-2013-00113,"""Relevant previous released material for metadata including: directives, commissioner's reports and policy OPS-1-10. Previous Files provided: A-2013-00019, A-2012-00019, A-2012-00027, A-2012-00029, A-2012-00033, A-2012-00034 and A-2012-00035. """,Disclosed in part,319
Communications Security Establishment Canada,2014,03,A-2013-00114,"""All CSEC histories and long-term internal reviews, and any opinion papers concerning CSEC's evolution produced from January 2000 onward.""",No Record Exists,0
